| Idx | Short Name                                         | Start (ns)       | End (ns)         | Duration (ns) | Stream | Category        | Grid       | Block      | Regs/Thr | ShMem (B) | Comm Algorithm              | Comm Size Hint                    | Xfer Bytes | Xfer Kind | Full Name                                                                                                                                                                                                |
| 195 | void at::native::vectorized_elementwise_kernel<... | 3519584433273601 | 3519584433274625 | 1024          | 5644   | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 196 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3519584433274529 | 3519584433283809 | 9280          | 23     | compute_kernel  | (4,8,1)    | (512,1,1)  | 128      | 202240    |                             |                                   |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                                 |
| 197 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584433275169 | 3519584433276641 | 1472          | 5644   | compute_kernel  | (128,1,1)  | (32,1,1)   | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 198 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584433276897 | 3519584433281953 | 5056          | 5644   | compute_kernel  | (2,56,1)   | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 199 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3519584433280001 | 3519584433287905 | 7904          | 23     | compute_kernel  | (56,8,1)   | (512,1,1)  | 128      | 124752    |                             |                                   |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 200 | void moe::dev::finalize::finalizeKernel<moe::de... | 3519584433286241 | 3519584433290401 | 4160          | 23     | compute_kernel  | (28,1,1)   | (256,1,1)  | 32       | 0         |                             |                                   |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
| 201 | triton_poi_fused_add_mul_0                         | 3519584433290721 | 3519584433292129 | 1408          | 23     | compute_kernel  | (7,1,1)    | (128,1,1)  | 26       | 0         |                             |                                   |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 202 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584433292097 | 3519584433302785 | 10688         | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 203 | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, ... | 3519584433303233 | 3519584433310753 | 7520          | 23     | compute_kernel  | (132,1,1)  | (256,1,1)  | 48       | 197632    |                             |                                   |            |           | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, 256, 16>(__nv_bfloat16*, __nv_bfloat16 const*, __nv_bfloat16 const*, int)                                                                                 |
| 204 | triton_poi_fused_1                                 | 3519584433311073 | 3519584433312769 | 1696          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 47       | 0         |                             |                                   |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 205 | triton_red_fused_2                                 | 3519584433313121 | 3519584433315553 | 2432          | 23     | compute_kernel  | (2,1,1)    | (512,1,1)  | 26       | 8192      |                             |                                   |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 206 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 3519584433315553 | 3519584433321409 | 5856          | 23     | compute_kernel  | (96,1,1)   | (256,1,1)  | 255      | 172552    |                             |                                   |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 207 | triton_poi_fused_add_copy_expand_index_mul_neg_... | 3519584433321729 | 3519584433323873 | 2144          | 23     | compute_kernel  | (2,1,1)    | (128,1,1)  | 56       | 0         |                             |                                   |            |           | triton_poi_fused_add_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                        |
| 208 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... | 3519584433324193 | 3519584433326529 | 2336          | 23     | compute_kernel  | (1,1,1)    | (512,1,1)  | 30       | 0         |                             |                                   |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
| 209 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 3519584433326529 | 3519584433329601 | 3072          | 23     | compute_kernel  | (64,1,1)   | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 210 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... | 3519584433329921 | 3519584433331969 | 2048          | 23     | compute_kernel  | (18,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 211 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 3519584433331969 | 3519584433341601 | 9632          | 23     | compute_kernel  | (74,2,1)   | (512,1,1)  | 128      | 161456    |                             |                                   |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 212 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 3519584433341346 | 3519584433345185 | 3839          | 23     | compute_kernel  | (128,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
